5/5/2015 10:26:14 AM,Init UI Refs
5/5/2015 10:26:15 AM,Broadcast Settings
5/5/2015 10:26:15 AM,Update Status
5/5/2015 10:26:16 AM,Start
5/5/2015 10:26:16 AM,Update Status
5/5/2015 10:26:26 AM,Update Status
5/5/2015 10:27:32 AM,Update Status
5/5/2015 10:27:33 AM,Update Status
5/5/2015 10:27:50 AM,Update Status
5/5/2015 10:27:54 AM,Update Status
5/5/2015 10:27:54 AM,Acquisition Stopped
5/5/2015 10:42:56 AM,Exit
5/5/2015 10:42:59 AM,Initialize
5/5/2015 10:42:59 AM,Init UI Refs
5/5/2015 10:42:59 AM,Broadcast Settings
5/5/2015 10:42:59 AM,Update Status
5/5/2015 10:43:03 AM,Start
5/5/2015 10:43:03 AM,Update Status
5/5/2015 10:43:08 AM,Update Status
5/5/2015 10:43:21 AM,Update Status
5/5/2015 10:43:22 AM,Update Status
5/5/2015 10:43:39 AM,Update Status
5/5/2015 10:43:43 AM,Update Status
5/5/2015 10:43:44 AM,Acquisition Stopped
5/5/2015 10:44:36 AM,Exit
5/5/2015 10:44:54 AM,Initialize
5/5/2015 10:44:54 AM,Init UI Refs
5/5/2015 10:44:54 AM,Broadcast Settings
5/5/2015 10:44:54 AM,Update Status
5/5/2015 10:45:03 AM,Set Metadata
5/5/2015 10:45:07 AM,Start
5/5/2015 10:45:07 AM,Update Status
5/5/2015 10:45:07 AM,Save Data
5/5/2015 10:45:07 AM,Update Status
5/5/2015 10:45:12 AM,Update Status
5/5/2015 10:45:25 AM,Update Status
5/5/2015 10:45:26 AM,Update Status
5/5/2015 10:45:43 AM,Update Status
5/5/2015 10:45:48 AM,Update Status
5/5/2015 10:45:48 AM,Acquisition Stopped
5/5/2015 10:45:48 AM,Update Status
5/5/2015 10:53:39 AM,Initialize
5/5/2015 10:53:39 AM,Init UI Refs
5/5/2015 10:53:39 AM,Broadcast Settings
5/5/2015 10:53:39 AM,Update Status
5/5/2015 10:53:49 AM,Set Metadata
5/5/2015 10:54:01 AM,Exit
5/5/2015 10:54:04 AM,Initialize
5/5/2015 10:54:04 AM,Init UI Refs
5/5/2015 10:54:05 AM,Broadcast Settings
5/5/2015 10:54:05 AM,Update Status
5/5/2015 10:54:07 AM,Launch Settings Dialog
5/5/2015 10:54:10 AM,Broadcast Settings
5/5/2015 10:54:39 AM,Initialize
5/5/2015 10:54:39 AM,Init UI Refs
5/5/2015 10:54:40 AM,Broadcast Settings
5/5/2015 10:54:40 AM,Update Status
5/5/2015 10:54:40 AM,Launch Settings Dialog
5/5/2015 10:54:56 AM,
5/5/2015 10:56:25 AM,Initialize
5/5/2015 10:56:25 AM,Init UI Refs
5/5/2015 10:56:25 AM,Broadcast Settings
5/5/2015 10:56:25 AM,Update Status
5/5/2015 10:56:26 AM,Launch Settings Dialog
5/5/2015 10:57:00 AM,Broadcast Settings
5/5/2015 10:57:07 AM,Set Metadata
5/5/2015 10:57:22 AM,Start
5/5/2015 10:57:23 AM,Update Status
5/5/2015 10:57:23 AM,Save Data
5/5/2015 10:57:23 AM,Update Status
5/5/2015 10:57:27 AM,Update Status
5/5/2015 10:57:42 AM,Update Status
5/5/2015 10:57:43 AM,Update Status
5/5/2015 10:58:00 AM,Update Status
5/5/2015 10:58:15 AM,Update Status
5/5/2015 10:58:15 AM,Acquisition Stopped
5/5/2015 10:58:15 AM,Update Status
5/5/2015 10:58:27 AM,
5/5/2015 10:58:28 AM,Error
5/5/2015 10:58:36 AM,Initialize
5/5/2015 10:58:36 AM,Init UI Refs
5/5/2015 10:58:36 AM,Broadcast Settings
5/5/2015 10:58:36 AM,Update Status
5/5/2015 10:58:41 AM,Launch Settings Dialog
5/5/2015 10:58:43 AM,Broadcast Settings
5/5/2015 10:59:03 AM,Set Metadata
5/5/2015 10:59:04 AM,Start
5/5/2015 10:59:05 AM,Update Status
5/5/2015 10:59:05 AM,Save Data
5/5/2015 10:59:05 AM,Update Status
5/5/2015 10:59:09 AM,Update Status
5/5/2015 10:59:23 AM,Update Status
5/5/2015 10:59:24 AM,Update Status
5/5/2015 10:59:41 AM,Update Status
5/5/2015 10:59:56 AM,Update Status
5/5/2015 10:59:56 AM,Acquisition Stopped
5/5/2015 10:59:56 AM,Update Status
5/5/2015 11:01:28 AM,
5/5/2015 11:01:28 AM,Error
5/5/2015 11:01:39 AM,Initialize
5/5/2015 11:01:39 AM,Init UI Refs
5/5/2015 11:01:39 AM,Broadcast Settings
5/5/2015 11:01:39 AM,Update Status
5/5/2015 11:02:02 AM,Set Metadata
5/5/2015 11:03:04 AM,Exit
5/5/2015 11:03:30 AM,Initialize
5/5/2015 11:03:30 AM,Init UI Refs
5/5/2015 11:03:31 AM,Broadcast Settings
5/5/2015 11:03:31 AM,Update Status
5/5/2015 11:03:36 AM,Set Metadata
5/5/2015 11:03:40 AM,Start
5/5/2015 11:03:40 AM,Update Status
5/5/2015 11:03:40 AM,Save Data
5/5/2015 11:03:41 AM,Update Status
5/5/2015 11:03:45 AM,Update Status
5/5/2015 11:03:58 AM,Update Status
5/5/2015 11:03:59 AM,Update Status
5/5/2015 11:04:17 AM,Update Status
5/5/2015 11:04:31 AM,Update Status
5/5/2015 11:04:31 AM,Acquisition Stopped
5/5/2015 11:04:32 AM,Update Status
5/5/2015 11:04:41 AM,
5/5/2015 11:04:41 AM,Error
5/5/2015 11:04:50 AM,Error 1 occurred at Yokogawa.lvlib:YKPZ400 Main.vi

Possible reason(s):

The invalid message string "" was received in the Message Handling Loop.


Complete call chain:
     Yokogawa.lvlib:YKPZ400 Main.vi
5/5/2015 11:04:50 AM,Exit
5/5/2015 11:05:25 AM,Initialize
5/5/2015 11:05:25 AM,Init UI Refs
5/5/2015 11:05:25 AM,Broadcast Settings
5/5/2015 11:05:25 AM,Update Status
5/5/2015 11:05:30 AM,Launch Settings Dialog
5/5/2015 11:05:36 AM,Broadcast Settings
5/5/2015 11:05:39 AM,Set Metadata
5/5/2015 11:05:40 AM,Start
5/5/2015 11:05:41 AM,Update Status
5/5/2015 11:05:41 AM,Save Data
5/5/2015 11:05:41 AM,Update Status
5/5/2015 11:05:45 AM,Update Status
5/5/2015 11:05:59 AM,Update Status
5/5/2015 11:06:00 AM,Update Status
5/5/2015 11:06:17 AM,Update Status
5/5/2015 11:06:32 AM,Update Status
5/5/2015 11:06:32 AM,Acquisition Stopped
5/5/2015 11:06:32 AM,Update Status
5/5/2015 11:07:21 AM,Initialize
5/5/2015 11:07:21 AM,Init UI Refs
5/5/2015 11:07:21 AM,Broadcast Settings
5/5/2015 11:07:21 AM,Update Status
5/5/2015 11:07:27 AM,Launch Settings Dialog
5/5/2015 11:07:31 AM,Broadcast Settings
5/5/2015 11:07:53 AM,Set Metadata
5/5/2015 11:07:54 AM,Start
5/5/2015 11:07:55 AM,Update Status
5/5/2015 11:07:55 AM,Save Data
5/5/2015 11:07:55 AM,Update Status
5/5/2015 11:07:59 AM,Update Status
5/5/2015 11:08:13 AM,Update Status
5/5/2015 11:08:14 AM,Update Status
5/5/2015 11:08:31 AM,Update Status
5/5/2015 11:08:46 AM,Update Status
5/5/2015 11:08:46 AM,Acquisition Stopped
5/5/2015 11:08:46 AM,Update Status
5/5/2015 11:12:59 AM,Initialize
5/5/2015 11:12:59 AM,Init UI Refs
5/5/2015 11:12:59 AM,Broadcast Settings
5/5/2015 11:12:59 AM,Update Status
5/5/2015 11:13:00 AM,Launch Settings Dialog
5/5/2015 11:13:08 AM,Broadcast Settings
5/5/2015 11:13:09 AM,Start
5/5/2015 11:13:09 AM,Update Status
5/5/2015 11:13:14 AM,Update Status
5/5/2015 11:13:27 AM,Update Status
5/5/2015 11:13:28 AM,Update Status
5/5/2015 11:13:45 AM,Update Status
5/5/2015 11:14:00 AM,Update Status
5/5/2015 11:14:00 AM,Acquisition Stopped
5/5/2015 11:14:15 AM,Exit
5/5/2015 11:14:17 AM,Initialize
5/5/2015 11:14:17 AM,Init UI Refs
5/5/2015 11:14:17 AM,Broadcast Settings
5/5/2015 11:14:17 AM,Update Status
5/5/2015 11:14:18 AM,Launch Settings Dialog
5/5/2015 11:14:25 AM,Broadcast Settings
5/5/2015 11:14:28 AM,Start
5/5/2015 11:14:28 AM,Update Status
5/5/2015 11:14:32 AM,Update Status
5/5/2015 11:14:46 AM,Update Status
5/5/2015 11:14:47 AM,Update Status
5/5/2015 11:15:04 AM,Update Status
5/5/2015 11:15:08 AM,Update Status
5/5/2015 11:15:08 AM,Acquisition Stopped
5/5/2015 11:15:21 AM,Exit
5/5/2015 11:15:55 AM,Initialize
5/5/2015 11:15:55 AM,Init UI Refs
5/5/2015 11:15:55 AM,Broadcast Settings
5/5/2015 11:15:56 AM,Update Status
5/5/2015 11:16:00 AM,Launch Settings Dialog
5/5/2015 11:16:03 AM,Broadcast Settings
5/5/2015 11:16:26 AM,Set Metadata
5/5/2015 11:16:28 AM,Start
5/5/2015 11:16:28 AM,Update Status
5/5/2015 11:16:28 AM,Save Data
5/5/2015 11:16:28 AM,Update Status
5/5/2015 11:16:33 AM,Update Status
5/5/2015 11:16:46 AM,Update Status
5/5/2015 11:16:47 AM,Update Status
5/5/2015 11:17:04 AM,Update Status
5/5/2015 11:17:09 AM,Update Status
5/5/2015 11:17:09 AM,Acquisition Stopped
5/5/2015 11:17:09 AM,Update Status
5/5/2015 11:18:07 AM,
5/5/2015 11:18:08 AM,Error
